vino,vonj 
107290,  black pepper
107290,  mint
107290,  spice box
107290,  cedar
107290,  garrigue
107290,   cherry
107290,   raspberry and    earthiness
107291,game
107291,  smoke
107291,  toast
107291,  tar
107291,  dust
107291,  dark fruit
107291,  vanilla
107291,  tobacco
107291,  red fruit
107291,  thyme
107291,  clove
107291,  cinnamon
107291,  black pepper
107291,  mint
107291,  spice box
107291,  cedar
107291,  garrigue
107291,   cherry
107291,   raspberry and    earthiness
107292,ripe cherry
107292,  peppercorn
107292,  cinnamon
107292,  plum and   red fruit
107293,red fruit
107293,  currant and   blackberry
107294,floral note
107294,  mineral
107294,  apricot
107294,  peach and   acacia
107296,apple
107296,  pear
107296,  peach
107296,  apricot
107296,  lemon
107296,  lime
107296,  orange
107296,  pineapple
107296,  kiwi
107296,  butter
107296,  cream and   vanilla
107297,vanilla
107297,  toast
107297,  smoke
107297,  tobacco
107297,  dark fruit
107297,  red fruit
107297,  game
107297,  tar and   dust
107299,honey
107299,  spice
107299,  almond
107299,  hazelnut and   floral
107300,apple
107300,  pear
107300,  peach
107300,  apricot
107300,  lemon
107300,  lime
107300,  orange
107300,  pineapple
107300,  kiwi
107300,  butter
107300,  cream
107300,  vanilla
107300,  barnyard
107300,  cherry
107300,  plum
107300,  game and   tomato
107302,berry
107302,  sour cherry
107302,  tobacco
107302,  leather and   mushroom
107303,red fruit
107303,  currant
107303,  cherry
107303,  leather
107303,  asparagus and   green pepper
107307,apple
107307,  pear
107307,  kiwi
107307,  citrus
107307,  stone
107307,  grapefruit
107307,  melon
107307,  petrol
107307,  flint
107307,  rose petal
107307,  violet
107307,  orange peel and   peach
107309,berry
107309,  cherry
107309,  plum
107309,  earth
107309,  spice box
107309,  cedar
107309,  dark fruit
107309,  mocha
107309,  leather
107309,  vanilla and   tobacco
107310,wildflower
107310,  bitter almond
107310,  citrus and   apple
107312,red fruit
107312,  currant
107312,  cherry and   leather
107313,spice
107313,  earth
107313,  currant and   cherry
107314,apple
107314,  pear
107314,  peach
107314,  apricot
107314,  lemon
107314,  lime
107314,  orange
107314,  pineapple
107314,  kiwi
107314,  butter
107314,  cream and   vanilla
107319,spice
107319,  earth
107319,  currant and   cherry
107323,violet
107323,  rose
107323,  truffle
107323,  earth
107323,  coffee
107323,  leather
107323,  currant
107323,  blackberry
107323,  cherry
107323,  cedar
107323,  cigar box
107323,  tobacco
107323,  broccoli
107323,  berry and   flower
107330,thyme
107330,  clove
107330,  cinnamon
107330,  black pepper
107330,  mint
107330,  spice box
107330,  cedar and   dark fruit
107353,apple
107353,  pear
107353,  peach
107353,  apricot
107353,  lemon
107353,  lime
107353,  orange
107353,  pineapple
107353,  kiwi
107353,  butter
107353,  cream
107353,  vanilla
107353,  barnyard
107353,  cherry
107353,  plum
107353,  game and   tomato
107361,currant
107361,  blackberry
107361,  cherry
107361,  cedar and   cigar box
107364,apricot
107364,  quince
107364,  honey
107364,  pineapple and   cream
107366,truffle
107366,  cherry
107366,  plum
107366,  leather and   vanilla
107367,orange blossom
107367,  acacia
107367,  violet
107367,  anise
107367,  mint
107367,  honey
107367,  slate
107367,  almond and   citrus
107371,apple
107371,  pear
107371,  peach
107371,  apricot
107371,  lemon
107371,  lime
107371,  orange
107371,  pineapple
107371,  kiwi
107371,  butter
107371,  cream and   vanilla
107372,petrol
107372,  flint
107372,  rose petal
107372,  violet
107372,  orange peel
107372,  apple
107372,  pear and   peach
107374,ripe cherry
107374,  peppercorn
107374,  cinnamon
107374,  plum
107374,  red fruit
107374,  berry
107374,  cherry
107374,  plum
107374,  earth
107374,  leather
107374,  herb
107374,  cocoa
107374,  honey
107374,  vanilla
107374,  butterscotch
107374,  dark fruit
107374,  spice
107374,  earth
107374,  perfume
107374,  floral and   violet
107375,ripe cherry
107375,  peppercorn
107375,  cinnamon
107375,  plum
107375,  red fruit
107375,  cocoa
107375,  honey
107375,  vanilla
107375,  butterscotch
107375,  dark fruit
107375,  spice
107375,  earth
107375,  ripe cherry
107375,  plum
107375,  strawberry
107375,  raspberry
107375,  mushroom
107375,  berry
107375,  cherry
107375,  earth
107375,  leather and   herb
107376,lemon
107376,  elderflower
107376,  honeysuckle
107376,  peach
107376,  honey
107376,  quince
107376,  marmalade
107376,  elderflower
107376,  white flowers
107376,  stone fruit
107376,  flower
107376,  peach and   lemon
107379,truffle
107379,  cherry
107379,  plum
107379,  leather and   vanilla
107384,barnyard
107384,  cherry
107384,  plum
107384,  game and   tomato
107388,violet
107388,  rose
107388,  truffle
107388,  earth
107388,  coffee
107388,  leather
107388,  spice box
107388,  cedar
107388,  dark fruit
107388,  mocha
107388,  vanilla
107388,  tobacco
107388,  currant
107388,  blackberry
107388,  cherry and   cigar box
107391,currant
107391,  blackberry
107391,  cherry
107391,  cedar
107391,  cigar box
107391,  mocha
107391,  leather
107391,  vanilla
107391,  tobacco
107391,  broccoli
107391,  berry and   flower
107393,spice
107393,  earth
107393,  currant and   cherry
107423,apple
107423,  pear
107423,  kiwi
107423,  citrus
107423,  stone
107423,  grapefruit and   melon
107425,tropical fruit
107425,  jasmine
107425,  mint and   perfume
107426,currant
107426,  blackberry
107426,  cherry
107426,  cedar and   cigar box
107427,violet
107427,  rose
107427,  truffle
107427,  earth
107427,  coffee
107427,  leather
107427,  currant
107427,  blackberry
107427,  cherry
107427,  cedar and   cigar box
107438,apple
107438,  pear
107438,  peach
107438,  apricot
107438,  lemon
107438,  lime
107438,  orange
107438,  pineapple
107438,  kiwi
107438,  butter
107438,  cream and   vanilla
107439,apricot
107439,  quince
107439,  honey
107439,  pineapple
107439,  cream
107439,  apple
107439,  pear
107439,  peach
107439,  lemon
107439,  lime
107439,  orange
107439,  kiwi
107439,  butter and   vanilla
107447,spice box
107447,  cedar
107447,  dark fruit
107447,  orange blossom
107447,  acacia
107447,  violet
107447,  anise and   mint
107458,spice
107458,  red fruit
107458,  tomato
107458,  animal
107458,  leather and   olive
107460,apple
107460,  pear
107460,  peach
107460,  apricot
107460,  lemon
107460,  lime
107460,  orange
107460,  pineapple
107460,  kiwi
107460,  butter
107460,  cream and   vanilla
107461,nut
107461,  citrus and   golden apple
107463,currant
107463,  blackberry
107463,  cherry
107463,  cedar and   cigar box
107464,barnyard
107464,  cherry
107464,  plum
107464,  game and   tomato
107470,apple
107470,  pear
107470,  peach
107470,  apricot
107470,  lemon
107470,  lime
107470,  orange
107470,  pineapple
107470,  kiwi
107470,  butter
107470,  cream and   vanilla
107471,thyme
107471,  clove
107471,  cinnamon
107471,  black pepper
107471,  mint
107471,  spice box
107471,  cedar and   dark fruit
107480,currant
107480,  blackberry
107480,  cherry
107480,  cedar
107480,  cigar box
107480,  violet
107480,  rose
107480,  truffle
107480,  earth
107480,  coffee and   leather
107482,violet
107482,  rose
107482,  truffle
107482,  earth
107482,  coffee
107482,  leather
107482,  currant
107482,  blackberry
107482,  cherry
107482,  cedar
107482,  cigar box
107482,  tobacco
107482,  broccoli
107482,  berry and   flower
107483,vanilla
107483,  toast
107483,  smoke
107483,  tobacco
107483,  dark fruit
107483,  red fruit
107483,  game
107483,  tar
107483,  dust
107483,  thyme
107483,  clove
107483,  cinnamon
107483,  black pepper
107483,  mint
107483,  spice box and   cedar
107492,apple
107492,  pear
107492,  peach
107492,  apricot
107492,  lemon
107492,  lime
107492,  orange
107492,  pineapple
107492,  kiwi
107492,  butter
107492,  cream and   vanilla
107494,currant
107494,  blackberry
107494,  cherry
107494,  cedar and   cigar box
107498,asparagus
107498,  green pepper
107498,  red fruit
107498,  currant
107498,  blackberry
107498,  cherry
107498,  cedar
107498,  cigar box
107498,  tobacco
107498,  broccoli
107498,  berry and   flower
107499,apple
107499,  pear
107499,  peach
107499,  apricot
107499,  lemon
107499,  lime
107499,  orange
107499,  pineapple
107499,  kiwi
107499,  butter
107499,  cream and   vanilla
107500,floral
107500,  butter
107500,  cream
107500,  almond and   citrus
107501,spice
107501,  currant
107501,  blackberry
107501,  boysenberry
107501,  blueberry and   jam
107512,currant
107512,  blackberry
107512,  cherry
107512,  cedar and   cigar box
107520,acacia
107520,  floral
107520,  peach
107520,  stone fruit
107520,  pear
107520,  citrus
107520,  grass
107520,  almond
107520,  white peach
107520,   floral and    herbal
107523,apricot
107523,  quince
107523,  honey
107523,  pineapple
107523,  cream
107523,  apple
107523,  pear
107523,  kiwi
107523,  citrus
107523,  stone
107523,  grapefruit and   melon
107524,fresh grass and   citrus peel
107528,spice box
107528,  cedar
107528,  dark fruit
107528,  spice
107528,  currant
107528,  blackberry
107528,  boysenberry
107528,  blueberry
107528,  jam
107528,  thyme
107528,  clove
107528,  cinnamon
107528,  black pepper
107528,  mint
107528,  vanilla
107528,  toast
107528,  smoke
107528,  tobacco and   red fruit
107529,floral
107529,  butter
107529,  cream
107529,  almond and   citrus
107530,apple
107530,  pear
107530,  white peach and   apricot
107532,floral
107532,  grass and   almond
107533,floral note
107533,  mineral
107533,  apricot
107533,  peach and   acacia
107539,petrol
107539,  flint
107539,  rose petal
107539,  violet
107539,  orange peel
107539,  apple
107539,  pear and   peach
107540,apple
107540,  pear
107540,  kiwi
107540,  citrus
107540,  stone
107540,  grapefruit and   melon
107543,vanilla
107543,  toast
107543,  smoke
107543,  tobacco
107543,  dark fruit
107543,  red fruit
107543,  spice box and   cedar
107547,mineral
107547,  floral
107547,  yellow fruit and   mint
107557,mineral
107557,  citrus
107557,  lemon peel and   smoke
107558,candy
107558,  vanilla
107558,  oak
107558,  smoke
107558,  tar
107558,  musk and   mushroom
107559,floral
107559,  butter
107559,  cream
107559,  almond and   citrus
107561,barnyard
107561,  cherry
107561,  plum
107561,  game and   tomato
107562,barnyard
107562,  cherry
107562,  plum
107562,  game and   tomato
107563,barnyard
107563,  cherry
107563,  plum
107563,  game and   tomato
107564,apple
107564,  pear
107564,  kiwi
107564,  citrus
107564,  stone
107564,  grapefruit
107564,  melon
107564,  apricot
107564,  quince
107564,  honey
107564,  pineapple and   cream
107575,apple
107575,  pear
107575,  kiwi
107575,  citrus
107575,  stone
107575,  grapefruit and   melon
107587,currant
107587,  blackberry
107587,  cherry
107587,  cedar and   cigar box
107588,currant
107588,  blackberry
107588,  cherry
107588,  cedar
107588,  cigar box
107588,  violet
107588,  rose
107588,  truffle
107588,  earth
107588,  coffee
107588,  leather
107588,  spice
107588,  mocha
107588,  vanilla
107588,  tobacco
107588,  spice box and   dark fruit
107589,chocolate
107589,  plum
107589,  cherry and   blackberry
107594,violet
107594,  rose petal
107594,  oak
107594,  smoke
107594,  mushroom
107594,  spice
107594,  currant
107594,  blackberry
107594,  boysenberry
107594,  blueberry
107594,  jam
107594,  spice box
107594,  cedar and   dark fruit
107612,white peach
107612,  almond
107612,  floral
107612,  acacia and   lemon peel
107615,truffle
107615,  cherry
107615,  plum
107615,  leather and   vanilla
107618,apple
107618,  pear
107618,  peach
107618,  apricot
107618,  lemon
107618,  lime
107618,  orange
107618,  pineapple
107618,  kiwi
107618,  butter
107618,  cream and   vanilla
107619,apple
107619,  pear
107619,  kiwi
107619,  citrus
107619,  stone
107619,  grapefruit and   melon
107620,currant
107620,  blackberry
107620,  cherry
107620,  cedar and   cigar box
107621,melon
107621,  citrus and   spice
107622,mocha
107622,  leather
107622,  vanilla and   tobacco
107623,apple
107623,  pear
107623,  peach
107623,  apricot
107623,  lemon
107623,  lime
107623,  orange
107623,  pineapple
107623,  kiwi
107623,  butter
107623,  cream and   vanilla
107624,violet
107624,  rose petal
107624,  oak
107624,  smoke and   mushroom
107627,smoky
107627,   plum
107627,   blackberry and    rustic
107629,petrol
107629,  flint
107629,  rose petal
107629,  violet
107629,  orange peel
107629,  apple
107629,  pear and   peach
107630,petrol
107630,  flint
107630,  rose petal
107630,  violet
107630,  orange peel
107630,  apple
107630,  pear and   peach
107631,spice
107631,  currant
107631,  blackberry
107631,  boysenberry
107631,  blueberry and   jam
107633,floral
107633,  butter
107633,  cream
107633,  almond and   citrus
107634,vanilla
107634,  toast
107634,  smoke
107634,  tobacco
107634,  dark fruit and   red fruit
107637,strawberry
107637,  raspberry
107637,  meat
107637,  spice box
107637,  leather
107637,  herbs
107637,  strawberry
107637,  raspberry
107637,  floral and   cherry
107638,strawberry
107638,  raspberry
107638,  meat
107638,  spice box
107638,  leather
107638,  herbs
107638,  strawberry
107638,  raspberry
107638,  tannins
107638,  vanilla
107638,  toast
107638,  smoke
107638,  tobacco
107638,  dark fruit and   red fruit
107639,barnyard
107639,  cherry
107639,  plum
107639,  game and   tomato
107640,barnyard
107640,  cherry
107640,  plum
107640,  game and   tomato
107658,currant
107658,  blackberry
107658,  cherry
107658,  cedar
107658,  cigar box
107658,  violet
107658,  rose
107658,  truffle
107658,  earth
107658,  coffee
107658,  leather
107658,  mocha
107658,  vanilla and   tobacco
107659,violet
107659,  rose
107659,  truffle
107659,  earth
107659,  coffee
107659,  leather
107659,  currant
107659,  blackberry
107659,  cherry
107659,  cedar and   cigar box
107662,apple
107662,  pear
107662,  kiwi
107662,  citrus
107662,  stone
107662,  grapefruit and   melon
107663,N/A
107668,currant
107668,  blackberry
107668,  cherry
107668,  cedar
107668,  cigar box
107668,  spice box
107668,  dark fruit
107668,  vanilla
107668,  toast
107668,  smoke
107668,  tobacco
107668,  red fruit
107668,  broccoli
107668,  berry and   flower
107682,red fruit
107682,  currant and   blackberry
107693,petrol
107693,  flint
107693,  rose petal
107693,  violet
107693,  orange peel
107693,  apple
107693,  pear and   peach
107697,currant
107697,  blackberry
107697,  cherry
107697,  cedar
107697,  cigar box
107697,  violet
107697,  rose
107697,  truffle
107697,  earth
107697,  coffee and   leather
107701,slate
107701,  mineral
107701,  biscuit
107701,  yeast
107701,  lemon
107701,  citrus and   tropical fruit
107708,red fruit
107708,  currant and   blackberry
107709,red fruit
107709,  currant
107709,  cherry and   leather
107710,floral note
107710,  mineral
107710,  apricot
107710,  peach and   acacia
107711,floral note
107711,  mineral
107711,  apricot
107711,  peach and   acacia
107712,wildflower
107712,  pear
107712,  citrus
107712,  almond and   tropical fruit
107714,floral
107714,  butter
107714,  cream
107714,  almond and   citrus
107715,currant
107715,  blackberry
107715,  cherry
107715,  cedar
107715,  cigar box
107715,  spice box
107715,  dark fruit
107715,  red cherry
107715,  raspberry
107715,  licorice
107715,  tobacco
107715,  sweet spice and   mineral
107719,apple
107719,  pear
107719,  kiwi
107719,  citrus
107719,  stone
107719,  grapefruit and   melon
107722,barnyard
107722,  cherry
107722,  plum
107722,  game and   tomato
107723,barnyard
107723,  cherry
107723,  plum
107723,  game and   tomato
107726,barnyard
107726,  cherry
107726,  plum
107726,  game and   tomato
107727,thyme
107727,  clove
107727,  cinnamon
107727,  black pepper and   mint
107728,barnyard
107728,  cherry
107728,  plum
107728,  game and   tomato
107730,violet
107730,  rose
107730,  truffle
107730,  earth
107730,  coffee and   leather
107731,apple
107731,  pear
107731,  kiwi
107731,  citrus
107731,  stone
107731,  grapefruit
107731,  melon
107731,  apricot
107731,  quince
107731,  honey
107731,  pineapple and   cream
107732,spice box
107732,  cedar and   dark fruit
107735,barnyard
107735,  cherry
107735,  plum
107735,  game and   tomato
107754,apple
107754,  pear
107754,  peach
107754,  apricot
107754,  lemon
107754,  lime
107754,  orange
107754,  pineapple
107754,  kiwi
107754,  butter
107754,  cream and   vanilla
107768,truffle
107768,  cherry
107768,  plum
107768,  leather and   vanilla
107771,slate
107771,  mineral
107771,  biscuit
107771,  yeast
107771,  lemon
107771,  citrus and   tropical fruit
107772,apple
107772,  pear
107772,  peach
107772,  apricot
107772,  lemon
107772,  lime
107772,  orange
107772,  pineapple
107772,  kiwi
107772,  butter
107772,  cream and   vanilla
107773,currant
107773,  blackberry
107773,  cherry
107773,  cedar
107773,  cigar box
107773,  violet
107773,  rose
107773,  truffle
107773,  earth
107773,  coffee
107773,  leather
107773,  mocha
107773,  vanilla and   tobacco
107784,currant
107784,  blackberry
107784,  cherry
107784,  cedar and   cigar box
107786,asparagus
107786,  green pepper and   red fruit
107787,chocolate
107787,  mocha
107787,  fig
107787,  earth
107787,  raisin
107787,  cranberry and   plum
107788,honey
107788,  spice
107788,  almond
107788,  hazelnut and   floral
107792,currant
107792,  blackberry
107792,  cherry
107792,  cedar
107792,  cigar box
107792,  violet
107792,  rose
107792,  truffle
107792,  earth
107792,  coffee and   leather
107793,plum
107793,   blackberry
107793,   chocolate and    floral
107801,herb
107801,  tea
107801,  wild flower
107801,  apple
107801,  honey
107801,  slate
107801,  almond
107801,  citrus
107801,  lemon
107801,  apricot and   acidic
107808,apple
107808,  pear
107808,  peach
107808,  apricot
107808,  lemon
107808,  lime
107808,  orange
107808,  pineapple
107808,  kiwi
107808,  butter
107808,  cream
107808,  vanilla
107808,  honeydew
107808,  iodine
107808,  grass
107808,  citrus
107808,  melon
107808,  barnyard
107808,  cherry
107808,  plum
107808,  game and   tomato
107810,apple
107810,  pear
107810,  peach
107810,  apricot
107810,  lemon
107810,  lime
107810,  orange
107810,  pineapple
107810,  kiwi
107810,  butter
107810,  cream and   vanilla
107811,floral
107811,  butter
107811,  cream
107811,  almond and   citrus
107819,apple
107819,  pear
107819,  peach
107819,  apricot
107819,  lemon
107819,  lime
107819,  orange
107819,  pineapple
107819,  kiwi
107819,  butter
107819,  cream and   vanilla
107820,barnyard
107820,  cherry
107820,  plum
107820,  game and   tomato
107823,violet
107823,  rose
107823,  truffle
107823,  earth
107823,  coffee
107823,  leather
107823,  currant
107823,  blackberry
107823,  cherry
107823,  cedar and   cigar box
107824,spice box
107824,  cedar and   dark fruit
107826,spice box
107826,  cedar and   dark fruit
107832,barnyard
107832,  cherry
107832,  plum
107832,  game and   tomato
107834,apple
107834,  pear
107834,  peach
107834,  apricot
107834,  lemon
107834,  lime
107834,  orange
107834,  pineapple
107834,  kiwi
107834,  butter
107834,  cream and   vanilla
107837,currant
107837,  blackberry
107837,  cherry
107837,  cedar
107837,  cigar box
107837,  violet
107837,  rose
107837,  truffle
107837,  earth
107837,  coffee
107837,  leather
107837,  asparagus
107837,  green pepper
107837,  red fruit
107837,  mocha
107837,  vanilla and   tobacco
107839,candy
107839,  vanilla
107839,  oak
107839,  smoke
107839,  tar
107839,  musk and   mushroom
107841,vanilla
107841,  toast
107841,  smoke
107841,  tobacco
107841,  dark fruit
107841,  red fruit
107841,  game
107841,  tar
107841,  dust
107841,  spice box
107841,  cedar
107841,  currant
107841,  blackberry
107841,  cherry and   cigar box
107849,apple
107849,  pear
107849,  peach
107849,  apricot
107849,  lemon
107849,  lime
107849,  orange
107849,  pineapple
107849,  kiwi
107849,  butter
107849,  cream and   vanilla
107852,barnyard
107852,  cherry
107852,  plum
107852,  game
107852,  tomato
107852,  exotic spice
107852,  cinnamon
107852,  sour cherry
107852,  violet
107852,  black currant
107852,  herb
107852,  sage and   cocoa
107855,currant
107855,  blackberry
107855,  cherry
107855,  cedar and   cigar box
107856,floral
107856,  rose
107856,  lemon peel
107856,  grapey
107856,  coriander
107856,  peach and   orange
107858,spice box
107858,  cedar and   dark fruit
107860,candy
107860,  vanilla
107860,  oak
107860,  smoke
107860,  tar
107860,  musk and   mushroom
107861,berry
107861,  cherry
107861,  plum
107861,  earth
107861,  red cherry
107861,  raspberry
107861,  licorice
107861,  tobacco
107861,  sweet spice and   mineral
107862,currant
107862,  blackberry
107862,  cherry
107862,  cedar and   cigar box
107863,apple
107863,  pear
107863,  peach
107863,  apricot
107863,  lemon
107863,  lime
107863,  orange
107863,  pineapple
107863,  kiwi
107863,  butter
107863,  cream and   vanilla
107870,plum
107870,  blackberry and   floral
107871,floral
107871,  butter
107871,  cream
107871,  almond and   citrus
107879,currant
107879,  blackberry
107879,  cherry
107879,  cedar
107879,  cigar box
107879,  violet
107879,  rose
107879,  truffle
107879,  earth
107879,  coffee
107879,  leather
107879,  mocha
107879,  vanilla
107879,  tobacco
107879,  broccoli
107879,  berry
107879,  flower and   spice
107885,floral
107885,  grass and   almond
107886,floral
107886,  butter
107886,  cream
107886,  almond and   citrus
107887,spice
107887,  earth
107887,  currant and   cherry
107889,acacia
107889,  floral
107889,  peach
107889,  stone fruit
107889,  pear and   citrus
107890,vanilla
107890,  toast
107890,  smoke
107890,  tobacco
107890,  dark fruit
107890,  red fruit
107890,  apple
107890,  lemon
107890,  citrus
107890,  apricot
107890,  acidic
107890,  game
107890,  tar
107890,  dust
107890,  thyme
107890,  clove
107890,  cinnamon
107890,  black pepper
107890,  mint
107890,  spice box
107890,  cedar
107890,  mineral
107890,  spice
107890,  honey
107890,  peach
107890,  floral and   banana
107897,apple
107897,  pear
107897,  peach
107897,  apricot
107897,  lemon
107897,  lime
107897,  orange
107897,  pineapple
107897,  kiwi
107897,  butter
107897,  cream and   vanilla
107898,melon
107898,  citrus and   spice
107899,honey
107899,  spice
107899,  almond
107899,  hazelnut and   floral
107900,melon
107900,  citrus and   spice
107903,apple
107903,  pear
107903,  peach
107903,  apricot
107903,  lemon
107903,  lime
107903,  orange
107903,  pineapple
107903,  kiwi
107903,  butter
107903,  cream and   vanilla
107905,currant
107905,  blackberry
107905,  cherry
107905,  cedar and   cigar box
107906,anise
107906,  flower
107906,  apple and   pear
107907,barnyard
107907,  cherry
107907,  plum
107907,  game and   tomato
107915,chocolate
107915,  plum
107915,  cherry and   blackberry
107918,currant
107918,  blackberry
107918,  cherry
107918,  cedar
107918,  cigar box
107918,  violet
107918,  rose
107918,  truffle
107918,  earth
107918,  coffee
107918,  leather
107918,  mocha
107918,  vanilla and   tobacco
107925,asparagus
107925,  green pepper and   red fruit
107926,spice
107926,  earth
107926,  currant and   cherry
107932,apple
107932,  pear
107932,  peach
107932,  apricot
107932,  lemon
107932,  lime
107932,  orange
107932,  pineapple
107932,  kiwi
107932,  butter
107932,  cream and   vanilla
107937,barnyard
107937,  cherry
107937,  plum
107937,  game and   tomato
107938,currant
107938,  blackberry
107938,  cherry
107938,  cedar
107938,  cigar box
107938,  violet
107938,  rose
107938,  truffle
107938,  earth
107938,  coffee
107938,  leather
107938,  mocha
107938,  vanilla
107938,  tobacco
107938,  broccoli
107938,  berry and   flower
107957,apple
107957,  pear
107957,  kiwi
107957,  citrus
107957,  stone
107957,  grapefruit and   melon
107961,apple
107961,  pear
107961,  peach
107961,  apricot
107961,  lemon
107961,  lime
107961,  orange
107961,  pineapple
107961,  kiwi
107961,  butter
107961,  cream and   vanilla
107964,candy
107964,  vanilla
107964,  oak
107964,  smoke
107964,  tar
107964,  musk
107964,  mushroom
107964,  spice box
107964,  cedar
107964,  dark fruit
107964,  thyme
107964,  clove
107964,  cinnamon
107964,  black pepper
107964,  mint
107964,  spice
107964,  currant
107964,  blackberry
107964,  boysenberry
107964,  blueberry
107964,  jam
107964,  pear and   almond
107985,barnyard
107985,  cherry
107985,  plum
107985,  game and   tomato
107986,spice
107986,  earth
107986,  currant
107986,  cherry
107986,  barnyard
107986,  plum
107986,  game
107986,  tomato
107986,  spice box
107986,  cedar
107986,  dark fruit
107986,  blackberry
107986,  cigar box
107986,  apple
107986,  pear
107986,  kiwi
107986,  citrus
107986,  stone
107986,  grapefruit
107986,  melon
107986,  floral
107986,  peach
107986,  apricot
107986,  lemon
107986,  lime
107986,  orange
107986,  pineapple
107986,  butter
107986,  cream
107986,  vanilla
107986,  leather
107986,  tobacco
107986,  mocha
107986,  honeydew
107986,  iodine and   grass
107990,apple
107990,  pear
107990,  peach
107990,  apricot
107990,  lemon
107990,  lime
107990,  orange
107990,  pineapple
107990,  kiwi
107990,  butter
107990,  cream and   vanilla
107991,currant
107991,  blackberry
107991,  cherry
107991,  cedar and   cigar box
107992,apple
107992,  pear
107992,  kiwi
107992,  citrus
107992,  stone
107992,  grapefruit and   melon
107993,spice
107993,  currant
107993,  blackberry
107993,  boysenberry
107993,  blueberry and   jam
107994,candy
107994,  vanilla
107994,  oak
107994,  smoke
107994,  tar
107994,  musk
107994,  mushroom
107994,  spice box
107994,  cedar
107994,  dark fruit
107994,  currant
107994,  blackberry
107994,  cherry
107994,  cigar box
107994,  spice
107994,  boysenberry
107994,  blueberry and   jam
107995,floral
107995,  butter
107995,  cream
107995,  almond and   citrus
107999,herb
107999,  tea
107999,  wild flower and   apple
108000,currant
108000,  blackberry
108000,  cherry
108000,  cedar and   cigar box
108008,currant
108008,  blackberry
108008,  cherry
108008,  cedar and   cigar box
108009,asparagus
108009,  green pepper and   red fruit
108017,spice box
108017,  cedar
108017,  dark fruit
108017,  violet
108017,  rose petal
108017,  oak
108017,  smoke
108017,  mushroom
108017,  vanilla
108017,  toast
108017,  tobacco and   red fruit
108019,asparagus
108019,  green pepper and   red fruit
108020,red fruit
108020,  currant
108020,  cherry and   leather
108023,vanilla
108023,  toast
108023,  smoke
108023,  tobacco
108023,  dark fruit
108023,  red fruit
108023,  spice box
108023,  cedar
108023,  thyme
108023,  clove
108023,  cinnamon
108023,  black pepper and   mint
108025,candy
108025,  vanilla
108025,  oak
108025,  smoke
108025,  tar
108025,  musk and   mushroom
108028,berry
108028,  cherry
108028,  plum
108028,  earth
108028,  leather
108028,  herb
108028,  black berry
108028,  black cherry
108028,  tobacco
108028,  tar and   flower
108029,currant
108029,  blackberry
108029,  cherry
108029,  cedar
108029,  cigar box
108029,  violet
108029,  rose
108029,  truffle
108029,  earth
108029,  coffee
108029,  leather
108029,  mocha
108029,  vanilla and   tobacco
108032,apple
108032,  pear
108032,  peach
108032,  apricot
108032,  lemon
108032,  lime
108032,  orange
108032,  pineapple
108032,  kiwi
108032,  butter
108032,  cream and   vanilla
108035,black pepper
108035,   green pepper
108035,   pomegranate
108035,   blackberry and    raspberry
108036,acacia
108036,  floral
108036,  peach
108036,  stone fruit
108036,  pear
108036,  citrus
108036,  lemon
108036,  grapefruit
108036,  lime
108036,  citrus fruit
108036,  white flower and   orange peel
108043,currant
108043,  blackberry
108043,  cherry
108043,  cedar and   cigar box
108044,apple
108044,  pear
108044,  peach
108044,  apricot
108044,  lemon
108044,  lime
108044,  orange
108044,  pineapple
108044,  kiwi
108044,  butter
108044,  cream and   vanilla
108046,honeydew
108046,  iodine
108046,  grass
108046,  citrus
108046,  melon and   kiwi
108047,petrol
108047,  flint
108047,  rose petal
108047,  violet
108047,  orange peel
108047,  apple
108047,  pear and   peach
108049,asparagus
108049,  green pepper and   red fruit
108056,apple
108056,  pear
108056,  kiwi
108056,  citrus
108056,  stone
108056,  grapefruit and   melon
108057,spice box
108057,  cedar
108057,  dark fruit
108057,  currant
108057,  blackberry
108057,  cherry and   cigar box
108061,truffle
108061,  cherry
108061,  plum
108061,  leather and   vanilla
108063,barnyard
108063,  cherry
108063,  plum
108063,  game and   tomato
108064,pear and   almond
108067,barnyard
108067,  cherry
108067,  plum
108067,  game and   tomato
108070,vanilla
108070,  toast
108070,  smoke
108070,  tobacco
108070,  dark fruit
108070,  red fruit
108070,  spice box
108070,  cedar
108070,  thyme
108070,  clove
108070,  cinnamon
108070,  black pepper
108070,  mint
108070,  game
108070,  tar and   dust
108071,asparagus
108071,  green pepper and   red fruit
108073,apple
108073,  pear
108073,  peach
108073,  apricot
108073,  lemon
108073,  lime
108073,  orange
108073,  pineapple
108073,  kiwi
108073,  butter
108073,  cream and   vanilla
108074,spice
108074,  earth
108074,  currant and   cherry
108076,currant
108076,  blackberry
108076,  cherry
108076,  cedar
108076,  cigar box
108076,  violet
108076,  rose
108076,  truffle
108076,  earth
108076,  coffee
108076,  leather
108076,  tobacco
108076,  broccoli
108076,  berry
108076,  flower
108076,  asparagus
108076,  green pepper and   red fruit
108077,barnyard
108077,  cherry
108077,  plum
108077,  game and   tomato
108078,spice
108078,  earth
108078,  currant and   cherry
108079,cocoa
108079,  honey
108079,  vanilla
108079,  butterscotch and   dark fruit
108082,violet
108082,  rose petal
108082,  oak
108082,  smoke and   mushroom
108085,currant
108085,  blackberry
108085,  cherry
